編號,學名,中名,評估,特有性,呂勝由,特稀圖,FOT,特稀有,賴明洲,渡假,文建會,教育廳,蘇鴻傑1,蘇鴻傑2
697,Randia wallichii,大果玉心花,,,,,,,,,,,A,HR
698,Uncaria hirsuta ,臺灣鉤藤,,,VU(II),,,,稀有級,III,,,,
699,Uncaria rhynchophylla,嘴葉鉤藤,,,,,,,稀有級,III,III,"I,III",,
700,Sinoadina racemosa,水冬瓜,,,,,,,,,,,C,HR
701,RUTACEAE,芸香科,,,,,,,,,,,,
702,Citrus taiwanica,南庄橙,EN,Endemic,,,rank4,第四級,稀有級,III,III,,,
703,Clausena brevistylia,短柱黃皮,VU,,,,,,,,,,A,HR
704,Murraya crenulata,蘭嶼月橘,CR,,,,,,,,,,A,HR OP
705,Murraya paniculata var. omphalocarpa,長果月橘,NT,Endemic,,第二級,rank2,,,,,,,
706,Phellodendron var. wilsonii,臺灣黃蘗,VU,Endemic,EN(Ⅲ),,rank3,第三級,漸危級,II※,II※,II※,,
707,Zanthoxylum avicennae ,狗花椒,VU,,VU(II),,,,,,,,,
708,Zanthoxylum integrifoliolum ,蘭嶼花椒,NT,,EN(II),,,,,,,,,
709,Zanthoxylum pistaciiflorum,三葉花椒,CR,Endemic,VU(Ⅴ),,rank1,第一級,,,,,,
710,Zanthoxylum simulans,刺花椒,CR,,,,,,,,,,C,HR
711,Zanthoxylum wutaiense,屏東花椒,CR,Endemic,,,rank2,第二級,,,,,,
712,SALICACEAE,楊柳科,,,,,,,,,,,,
713,Salix kusanoi ,水社柳,CR,Endemic,EN(II),第三級,rank3,第三級,稀有級,,,,,
714,Salix okamotoana ,關山嶺柳,CR,Endemic,VU(Ⅲ),第一級,rank1,第一級,稀有級,,,,,
715,Salix taiwanalpina,臺灣山柳,NT,Endemic,,,rank3,,,,,,,
716,Salix taiwanalpina var. morrisonicola ,玉山柳,NT,Endemic,,,rank3,,,,,,,
717,SANTALACEAE,檀香科,,,,,,,,,,,,
718,Thesium chinense,百蕊草,,,VU(Ⅲ),,,,,,,,,
719,SAPOTACEAE,山欖科,,,,,,,,,,,,
720,Planchonella duclitan,蘭嶼樹青,CR,,,,,,,,,,A,HR EP
721,SAXIFRAGACEAE,虎耳草科,,,,,,,,,,,,
722,Cardiandra formosana,臺灣草紫陽花,VU,Endemic,,,rank3,,,,,,,
723,Chrysosplenium delavayi ,青貓兒眼睛草,VU,,nt(II),,,,,,,,,
724,Chrysosplenium hebetatum ,大武貓兒眼睛草,NT,Endemic,nt(II),,rank3,,稀有級,,,,,
725,Deutzia cordatula,心基葉溲疏,VU,Endemic,,,rank3,,稀有級,III,III,III,,
726,SCROPHULARIACEAE,玄參科,,,,,,,,,,,,
727,Centranthera cochinchinensis,胡麻草,,,,,,,稀有級,III,III,III,,
728,Euphrasia nankotaizanensis,南湖碎雪草,,Endemic,NT(Ⅳ),,rank3,,稀有級,,,,,
729,Euphrasia tarokoana,太魯閣小米草,,Endemic,VU(Ⅳ),第二級,rank2,,稀有級,,,,,
730,Euphrasia transmorrisonensis var. durietziana,臺灣碎雪草,,Endemic,,,rank3,,,,,,,
731,Legazpia polygonoides,三翅萼,,,VU(Ⅴ),,,,稀有級,,,,,
732,Limnophila taoyuanensis,桃園石龍尾,,Endemic,,,rank1,第三級,,,,,,
733,Limnophila trichophylla,石龍尾,,,,,,,漸危級,,,,,
734,Mazus tainanensis,臺南通泉草,,Endemic,,,rank4,,,,,,,
735,Microcarpaea minima,微果草,,,,,,,,I,I,I,,
736,Paulownia fortunei,泡桐,,,CR(Ⅳ),,,,漸危級,"II,III※",II※,II,C,HR EP
737,Paulownia kawakamii,白桐,,,EN(Ⅳ),,,,漸危級,"I,II,III※","I,II,III※",,C,HR EP
738,Pedicularis ikomai,高山馬先蒿,,Endemic,,,rank3,,,,,,,
739,Veronica taiwaniana  ,臺灣水苦賈,,Endemic,,,rank3,,,,,,,
740,Veronicastrum axillare var. simadae,新竹腹水草,,,,,rank4,,,,,,,
741,Veronicastrum formosanum,臺灣腹水草,,Endemic,,,rank4,,,,,,,
742,Veronicastrum kitamurae,高山腹水草,,Endemic,,,rank4,,,,,,,
743,SIMAROUBACEAE,苦木科,,,,,,,,,,,,
744,Ailanthus altissima,臭椿,NT,Endemic,,,rank3,第三級,稀有級,III,III,III,C E,HR
745,Picrasma quassioides,苦樹,NT,,VU(Ⅲ),,,,稀有級,III,III,III,C,HR MP EP
746,SOLANACEAE,茄科,,,,,,,,,,,,
747,Physalis linii,林氏燈籠草,VU,,,,,,,,,,A,HR
748,Solanum luzoniense,呂宋茄,CR,,,,,,,,,,A,HR
749,STAPHYLEACEAE,省沽油科,,,,,,,,,,,,
750,Turpinia ovalifolia,羽葉山香圓,NT,,,,,,,,,,A,HR
751,STERCULIACEAE,梧桐科,,,,,,,,,,,,
752,Heritiera littoralis,銀葉樹,CR,,,,,,,,,,D,HR EP
753,Pterospermum niveum,裏白翅子木,VU,,,,,,,,,,A,HR
754,STYRACACEAE,安息香科,,,,,,,,,,,,
755,Styrax japonica var. kotoensis,蘭嶼野茉莉,NT,,VU(Ⅴ),,,,,,,,A,HR
756,Styrax matsumuraei,臺灣野茉莉,VU,Endemic,VU(Ⅳ),,rank3,第四級,稀有級,III,III,III,,
757,SYMPLOCACEAE,灰木科,,,,,,,,,,,,
758,Symplocos koshunensis,恆春灰木,CR,Endemic,,,rank1,第一級,,"I,III",III,III,,
759,Symplocos nokoensis,能高山灰木,VU,Endemic,,,rank2,第二級,稀有級,"II,III","II,III",,,
760,Symplocos sasakii,佐佐木氏灰木,VU,Endemic,,,rank2,第二級,,III,III,III,,
761,Symplocos shilanensis ,希蘭灰木,NT,Endemic,VU(II),,rank2,第二級,稀有級,III,III,III,,
762,THEACEAE,茶科,,,,,,,,,,,,
763,Anneslea fragrans  var. lanceolata ,細葉茶梨,NT,Endemic,VU(II),,rank2,第二級,稀有級,"I,III","I,III",III,A E,HR EP
764,Camellia furfuracea,垢果山茶,NT,,,,,,稀有級,"I,III","I,III",,,
765,Camellia hengchunensis,恆春山茶,VU,Endemic,EN(Ⅲ),,rank1,第一級,稀有級,III,III,,,
766,Camellia japonica,日本山茶,NT,,VU(Ⅲ),,,,,,,,,
767,Camellia japonica var. hozanensis,臺灣山茶,NT,Endemic,,,,,稀有級,III,III,,C,HR OP
768,Camellia salicifolia,柳葉山茶,NT,,,,,,稀有級,"I,III","I,III",,,
769,Eurya nanjenshanensis,南仁山柃木,NT,Endemic,,第三級,rank3,第二級,,,,,,
770,Eurya rengechiensis,蓮花池柃木,VU,Endemic,VU(Ⅲ),,rank2,第一級,稀有級,"I,III","I,III",,,
771,Eurya taitungensis,清水山柃木,,Endemic,,,rank4,第四級,,,,,,
772,Pyrenaria buisanensis,武威烏皮茶,EN,Endemic,,第一級,rank4,,,,,,,
773,THYMELAEACEAE,瑞香科 ,,,,,,,,,,,,
774,Daphne morrisonensis,玉山瑞香,NT,Endemic,VU(Ⅵ),,rank4,第四級,,,,,,
775,Stellera formosana,矮瑞香,NT,Endemic,,,rank2,第二級,,,,,,
776,Wikstroemia mononectaria,紅蕘花,CR,Endemic,,,rank4,第二級,稀有級,"I,III","I,III","I,III",,
777,TILIACEAE,田麻科,,,,,,,,,,,,
778,Berrya ammonilla,六翅木,CR,,,,,,稀有級,III,III,III,,
779,Grewia eriocarpa,大葉捕魚木,VU,,VU(Ⅴ),,,,,,,,,
780,ULMACEAE,榆科,,,,,,,,,,,,
781,Celtis nervosa,小葉朴,NT,Endemic,,,rank3,,,,,,,
782,Celtis Philippensis,菲律賓朴樹,VU,,,,,,稀有級,III,III,III,A,HR
783,Ulmus parvifolia,榔榆,NT,,,,,,,,,,D,OP EP HR
784,UMBELLIFERAE,繖形科,,,,,,,,,,,,
785,Angelica dahurica var. formosana,野當歸,,Endemic,,,rank4,第三級,,,,,,
786,Angelica hirsutiflora,濱當歸,,Endemic,,第二級,rank2,第二級,,,,,,
787,Angelica tarokoensis,太魯閣當歸,,Endemic,,,rank2,,,,,,,
788,Bupleurum kaoi,高氏柴胡,,Endemic,,,rank1,,,,,,,
789,Hydrocotyle keelungensis,基隆天胡荽,,,,,rank4,第四級,,,,,,
790,Oreomyrrhis nanhuensis,南湖山薰香,,Endemic,,,rank4,,,,,,,
791,Oreomyrrhis taiwaniana,臺灣山薰香,,Endemic,,,rank4,,,,,,,
792,URTICACEAE,蕁麻科,,,,,,,,,,,,
793,Boehmeria hwaliensis,花蓮苧麻,,Endemic,VU(Ⅲ),,rank4,,,,,,,
794,Boehmeria longispica,長穗苧麻,,,EN(Ⅲ),,,,,,,,,
795,Boehmeria pilushanensis,畢祿山苧麻,,Endemic,VU(Ⅲ),,,第三級,,,,,,
796,Elatostema multicanaliculatum,多溝樓梯草,,Endemic,CR(Ⅲ),,rank4,第四級,,,,,,
797,Elatostema strigillosum,微粗毛樓梯草,,Endemic,VU(Ⅲ),,rank4,第四級,,,,,,
798,Elatostema villosum,柔毛樓梯草,,Endemic,VU(Ⅲ),第四級,rank4,第四級,,,,,,
799,Laportea bulbifera,珠芽桑葉麻,,,VU(Ⅲ),,,,,,,,,
800,Pilea elliptifolia,橢圓葉冷水麻,,Endemic,VU(Ⅲ),,rank4,第四級,,,,,,
801,Pilea japonica,日本冷水麻,,,VU(Ⅲ),,,,,,,,,
802,VERBENACEAE,馬鞭草科,,,,,,,,,,,,
803,Callicarpa hypoleucophylla,灰背葉紫珠,NT,Endemic,VU(Ⅳ),,rank2,,稀有級,III,III,III,,
804,Callicarpa longissima,長葉紫珠,NT,Endemic,,,,,,"I,III","I,III",,,
805,Callicarpa remotiflora,疏花紫珠,NT,Endemic,VU(Ⅳ),,rank3,第三級,,"I,III","I,III",,,
806,Clerodendrum ohwii,花蓮海州常山,,Endemic,,,rank4,,,,,,,
807,Premna hengchunensis ,恆春臭黃荊,NT,Endemic,VU(II),,rank4,第四級,,,,,,
808,Premna octonervia ,八脈臭黃荊,VU,,VU(II),,,,稀有級,,,,,
809,Vitex trifolia,三葉埔姜,VU,,VU(Ⅳ),,,,,,,,,
810,VIOLACEAE,菫菜科,,,,,,,,,,,,
811,Hybanthus enneaspermus,鼠鞭草,,,,,,,稀有級,,,,,
812,Viola biflora,雙黃花菫菜,,,,,,,稀有級,III,III,III,,
813,Viola obtusa var. tsuifengensis,翠峰菫菜,,Endemic,,,rank4,,,,,,,
814,VITACEAE,葡萄科,,,,,,,,,,,,
815,Cissus lanyuensis,蘭嶼粉藤,NT,Endemic,,,rank2,第三級,,,,,A E,HR
816,Cissus pteroclada,翼莖粉藤,NT,Endemic,,,rank4,,,,,,,
817,Vitis amurenensis,阿穆爾葡萄,CR,,EN(Ⅴ),,,,,,,,,
818,ZYGOPHYLLACEAE,蒺藜科,,,,,,,,,,,,
819,Tribulus taiwanense,臺灣蒺藜,NT,Endemic,,,,第三級,,,,,,
820,ALISMATACEAE,澤瀉科,,,,,,,,,,,,
821,Alisma canaliculatum,澤瀉,,,,,,,漸危級,I※,I※,I※,,
822,Alisma grandis,圓葉澤瀉,,,,,,,漸危級,III,III,III,,
823,Sagittaria guayanensis,櫛蒴草,,,,,,,,I※,I※,I※,,
824,Sagittaria pygmea,瓜皮草,,,,,,,漸危級,I,I,I,,
825,AMARYLLIDACEAE,石蒜科,,,,,,,,,,,,
826,Lycoris aurea ,龍爪花,,,CR(II),,,,,,,,C,HR
827,APONOGETONACEAE,水蕹科,,,,,,,,,,,,
828,Aponogeton taiwanensis,水蕹,,Endemic,,,rank4,,漸危級,I※,I※,I※,,
829,ARACEAE,天南星科,,,,,,,,,,,,
830,Rhaphidophora perkinsiae,針房藤,,,,,,,,,,,A,HR
831,Alocasia macrorrhiza,海芋,,,VU(Ⅴ),,,,,,,,,
832,Amorphophallus hirtus,密毛魔芋,,Endemic,,第三級,rank3,,,,,,,
833,Amorphophallus paeoniifolius ,疣柄魔芋,,,NE(II),,,,,,,,,
834,Arisaema ilanense,宜蘭天南星,,Endemic,,第二級,rank4,第二級,,,,,,
835,Arisaema nanjenense,南仁山天南星,,Endemic,,,rank4,第四級,,,,,,
836,Arisaema taiwanense var. brevipedunculatum,短梗天南星,,Endemic,,,rank4,,,,,,,
837,Arisaema thunbergii subsp. autumnale,東台天南星,,Endemic,,,rank4,,,,,,,
838,Epipremnum formosanum,臺灣拎樹藤,,Endemic,,,rank4,,,,,,,
839,Homalomena kelungensis,基隆扁葉芋,,Endemic,,,rank4,,,,,,,
840,Remusatia vivipara,臺灣目賊芋,,,CR(Ⅵ),,,,,,,,,
841,Schismatoglottis kotoensis,蘭嶼芋,,Endemic,,第二級,rank2,,,,,,,
842,BURMANNIACEAE,水玉簪科,,,,,,,,,,,,
843,Burmannia championii,頭花水玉簪,,,VU(Ⅵ),,,,,,,,,
844,Burmannia liukiuensis,琉球水玉簪,,,VU(Ⅵ),,,,,,,,,
845,Gymnosiphon aphyllus,小水玉簪,,,EN(Ⅵ),,,第一級,稀有級,III※,III※,III※,A E,HR
846,Thismia taiwanensis,臺灣水玉杯,,Endemic,,第一級,rank1,,,,,,,
847,CABOMBACEAE,蓴科,,,,,,,,,,,,
848,Brasenia schreberi ,蓴,,,CR(I),,,,漸危級,"I,II,III","I,II,III","I,II,III",,
849,COMMELINACEAE,鴨跖草科,,,,,,,,,,,,
850,Belosynapsis kawakamii,川上氏鴨舌疝,,Endemic,,第三級,rank3,,,,,,,
851,Floscopa scandens,蔓襄荷,,,,,,,稀有級,I,I,I,,
852,CYPERACEAE,莎草科,,,,,,,,,,,,
853,Bolboschoenus planiculmis,扁桿藨草,,,,,,,稀有級,,,,,
854,Carex alterniflora,輪葉宿柱苔,,,,,,,,III,III,III,,
855,Carex capillacea,單穗薹,,,,,,,稀有級,III,III,III,,
856,Carex dolichostachya subsp. trichosperma,阿里山宿柱薹,,,,,,第四級,,,,,,
857,Carex fulvorubescens subsp. alterniflora,茶色扁果薹,,Endemic,,,rank3,,,,,,,
858,Carex liui,劉氏薹,,Endemic,,第三級,rank3,,,,,,,
859,Carex maculata,寬囊果薹,,,,,,,稀有級,III,III,III,,
860,Carex manca subsp. takasagoana,夢佳宿柱薹,,Endemic,,,rank3,第二級,,,,,,
861,Carex metallica,寬穗薹,,,,,,,稀有級,III,III,III,,
862,Carex morii,森氏薹,,Endemic,,,rank2,,,,,,,
863,Carex orthostemon,直蕊宿柱薹,,Endemic,,,rank3,,,,,,,
864,Carex purpureotincta,太魯閣薹,,Endemic,,,rank1,第一級,,,,,,
865,Carex rochebruni,高山穗序薹,,,,,,第三級,,,,,,
866,Carex sachalinensis,輪葉宿柱薹,,,,,,,稀有級,,,,,
867,Carex taiwanensis,臺灣疏花薹,,Endemic,,,rank3,第四級,,,,,,
868,Carex urelytra,扁果薹,,Endemic,,,rank3,,,,,,,
869,Cladium jamaicense,克拉莎,,,VU(Ⅵ),,,,,,,,,
870,Fimbristylis microcarya var. tainanensis,臺南飄拂草,,Endemic,,,rank3,,,,,,,
871,Fimbristylis shimadana,白穗飄拂草,,Endemic,,,rank1,,,,,,,
872,Fimbristylis subinclinata,知本飄拂草,,Endemic,,,rank1,,,,,,,
873,Gahnia tristis,黑莎草,,,,,,,,,,,A,HR
874,Pycreus unioloides,水社扁莎,,,,,,,稀有級,I.III,"I,III","I,III",,
875,Rhynchospora alba,白穗刺子莞,,,,,,,稀有級,III,III,III,,
876,Rhynchospora malasica,馬來刺子莞,,,,,,,稀有級,I.III,"I,III","I,III",,
877,Scleria biflora,二花珍珠茅,,,,,,,稀有級,I,I,I,,
878,Scleria levis,毛果珍珠茅,,,,,,,稀有級,I,I,I,,
879,Scleria lithosperma,石果珍珠茅,,,,,,,稀有級,I,I,I,,
880,Scleria rugosa,皺果珍珠茅,,,,,,,稀有級,I,I,I,,
881,Scleria sumatrensis,印尼珍珠茅,,,,,,,稀有級,I,I,I,,
882,DIOSCOREACEAE,薯蕷科,,,,,,,,,,,,
883,Diosccorea cumingii,蘭嶼田薯,,,,,,,,III,III,III,A,HR
884,Dioscorea benthamii,大青薯,,,,,,,,,,,D,MP HR
885,Dioscorea codonopsidifolia,掌葉薯,,Endemic,,,rank4,,,,,,A,HR
886,Dioscorea collettii,華南薯蕷,,,,,,,,,,,D,MP HR
887,Dioscorea cumingii,蘭嶼田薯,,,,,,,稀有級,III,III,III,,
888,Dioscorea kaoi,圓錐花薯蓣,,,,,rank4,第四級,,,,,A E,HR
889,Discopea doryphora,戟葉薯蕷,,,,,,,,,,,D,MP HR
890,Discorea hispida,白薯榔,,,,,,,,,,,D,MP HR
891,ERIOCAULACEAE,穀精草科,,,,,,,,,,,,
892,Eriocaulon chishingsanensis,七星山穀精草,,,,,,第四級,稀有級,I,I,I,,
893,Eriocaulon nantoense var. trisectum,蓮花池穀精草,,,,,,第一級,稀有級,I,I,I,,
894,Eriocaulon sexangulare,大葉穀精草,,,,,,,稀有級,I,I,I,,
895,GRAMINEAE,禾本科,,,,,,,,,,,,
896,Aristida chinensis,華三芒草,,,,,,,稀有級,III,III,III,,
897,Arthraxon pauciflorus,粗梗藎草,,Endemic,,,rank1,第一級,,,,,,
898,Arthrostylidium naibunensis,內文竹,,Endemic,,,rank2,,,,,,,
899,Capillipedium  kwashotensis,綠島細柄草,,Endemic,,,rank2,,,,,,,
900,Centotheca lappacea,假淡竹葉,,,,,,,稀有級,"I,III",III,"I,III",,
901,Cynodon arcuatus,恆春狗牙根,,,,,,,稀有級,III,III,"I,III",,
902,Eccoilopus formosanus,臺灣油芒,,Endemic,,,rank1,,,,,,,
903,Eragrostis fauriei,佛歐里畫眉草,,Endemic,,,rank4,第四級,,,,,,
904,Eragrostis pilosiuscula,毛葉知風草,,Endemic,,,rank2,,,,,,,
905,Garnotia acutigluma,銳穎葛氏草,,Endemic,,,,,稀有級,III,III,III,,
906,Glyceria leptolepis,假鼠婦草,,,,,,,稀有級,III,III,III,,
907,Hygroryza aristata,水禾,,,VU(Ⅵ),,,,瀕危級,"I,III","I,III","I,III",,
908,Isachne miliaceae,類黍柳葉箬,,,,,,,稀有級,I,I,I,,
909,Leptaspis formosana,囊稃竹,,Endemic,,,rank1,第一級,,,,,A E,HR
910,Melica onoei,小野臭草,,,,,,,稀有級,III,III,III,,
911,Neyraudia arundinaceae,類蘆,,,,,,,稀有級,III,III,III,,
912,Phaenosperma globosa,顯子草,,,,,,,稀有級,III,III,III,,
913,Poa sphondylodes var. kelungensis,基隆早熟禾,,Endemic,,,rank2,,稀有級,,,,,
914,Polypogon monspeliensis,長芒棒頭草,,,,,,,稀有級,III,III,III,,
915,Schizachyrium fragile var. shimadae,尖葉裂稃草,,Endemic,,,rank4,第四級,稀有級,III,III,III,,
916,Thaumastochloa chenii,其昌假蛇尾草,,Endemic,,,rank1,第一級,稀有級,III,III,III,,
917,Tripogon chinensis,中華草沙蠶,,,,,,,稀有級,III,III,III,,
918,HYDROCHARITACEAE,水鱉科,,,,,,,,,,,,
919,Blyxa japonica,日本簀藻,,,,,,,稀有級,,,,,
920,Halophila ovalis,卵葉鹽藻,,,,,,,稀有級,III,III,III,,
921,Hydrocharis dubia,水鱉,,,,,,,稀有級,I※,I※,I※,,
922,Thalassia hemprichii,泰來藻,,,,,,,稀有級,III,III,III,,
